date,open,high,low,close,volume,oi
2021-05-10 09:15:00+05:30,1142.2,1142.2,1088.5,1091.45,525,4625
2021-05-10 09:20:00+05:30,1091.45,1145.0,1089.65,1120.3,675,4750
2021-05-10 09:25:00+05:30,1120.3,1131.2,1100.0,1118.0,275,4875
2021-05-10 09:30:00+05:30,1118.0,1118.0,1044.0,1044.0,650,4950
2021-05-10 09:35:00+05:30,1044.0,1056.95,1034.05,1056.95,150,5125
2021-05-10 09:40:00+05:30,1056.95,1075.0,1056.95,1075.0,75,5150
2021-05-10 09:45:00+05:30,1075.0,1089.95,1075.0,1084.65,175,5225
2021-05-10 09:50:00+05:30,1084.65,1084.65,1059.6,1059.6,25,5250
2021-05-10 09:55:00+05:30,1059.6,1059.6,1030.15,1042.7,400,5450
2021-05-10 10:00:00+05:30,1042.7,1060.0,1039.55,1060.0,75,5425
2021-05-10 10:05:00+05:30,1053.1,1083.2,1052.0,1083.2,500,5550
2021-05-10 10:10:00+05:30,1083.2,1113.8,1079.45,1113.8,250,5500
2021-05-10 10:15:00+05:30,1113.8,1185.2,1113.8,1174.75,500,5425
2021-05-10 10:20:00+05:30,1174.75,1181.6,1171.4,1177.0,375,5375
2021-05-10 10:25:00+05:30,1177.0,1178.95,1155.05,1167.05,575,5450
2021-05-10 10:30:00+05:30,1167.05,1198.0,1146.95,1198.0,150,5625
2021-05-10 10:35:00+05:30,1198.0,1198.4,1185.0,1198.4,50,5675
2021-05-10 10:40:00+05:30,1198.4,1198.4,1167.7,1171.0,75,5675
2021-05-10 10:45:00+05:30,1171.0,1171.0,1152.45,1167.6,175,5700
2021-05-10 10:50:00+05:30,1167.6,1167.6,1156.8,1156.8,300,5725
2021-05-10 10:55:00+05:30,1156.8,1156.8,1132.5,1146.95,550,6075
2021-05-10 11:00:00+05:30,1146.95,1146.95,1121.85,1127.1,125,6225
2021-05-10 11:05:00+05:30,1127.1,1153.8,1127.1,1153.8,100,6250
2021-05-10 11:10:00+05:30,1153.8,1168.0,1153.8,1167.1,75,6325
2021-05-10 11:15:00+05:30,1167.1,1167.1,1147.8,1147.8,25,6375
2021-05-10 11:20:00+05:30,1147.8,1173.4,1136.85,1172.6,175,6275
2021-05-10 11:25:00+05:30,1172.6,1172.6,1142.45,1146.15,75,6250
2021-05-10 11:30:00+05:30,1146.15,1152.5,1144.45,1145.05,375,6150
2021-05-10 11:35:00+05:30,1145.05,1145.05,1145.05,1145.05,0,6150
2021-05-10 11:40:00+05:30,1145.05,1146.15,1138.5,1139.35,200,5950
2021-05-10 11:45:00+05:30,1139.35,1139.35,1082.1,1114.55,325,6000
2021-05-10 11:50:00+05:30,1114.55,1123.45,1114.5,1123.45,50,6025
2021-05-10 11:55:00+05:30,1123.45,1123.45,1106.8,1110.75,175,6050
2021-05-10 12:00:00+05:30,1110.75,1134.35,1110.0,1130.15,100,6100
2021-05-10 12:05:00+05:30,1130.15,1130.15,1110.0,1110.0,200,6075
2021-05-10 12:10:00+05:30,1110.0,1111.15,1085.05,1100.85,250,6400
2021-05-10 12:15:00+05:30,1100.85,1109.5,1091.25,1091.25,75,6425
2021-05-10 12:20:00+05:30,1091.25,1093.1,1091.25,1091.7,75,6475
2021-05-10 12:25:00+05:30,1091.7,1115.6,1091.7,1115.45,75,6500
2021-05-10 12:30:00+05:30,1115.45,1115.45,1115.45,1115.45,0,6500
2021-05-10 12:35:00+05:30,1115.45,1151.1,1115.45,1151.1,200,6475
2021-05-10 12:40:00+05:30,1151.1,1157.15,1146.75,1146.75,125,6500
2021-05-10 12:45:00+05:30,1146.75,1146.75,1139.9,1139.9,25,6525
2021-05-10 12:50:00+05:30,1139.9,1139.9,1128.05,1128.05,50,6525
2021-05-10 12:55:00+05:30,1128.05,1128.05,1117.6,1118.25,50,6525
2021-05-10 13:00:00+05:30,1118.25,1140.0,1118.25,1140.0,75,6525
2021-05-10 13:05:00+05:30,1140.0,1144.95,1115.5,1144.95,175,6625
2021-05-10 13:10:00+05:30,1144.95,1144.95,1053.7,1072.15,250,6650
2021-05-10 13:15:00+05:30,1072.15,1072.15,1028.6,1049.35,500,6850
2021-05-10 13:20:00+05:30,1049.35,1064.3,1049.35,1064.3,75,6850
2021-05-10 13:25:00+05:30,1064.3,1081.3,1064.3,1070.0,400,6825
2021-05-10 13:30:00+05:30,1070.0,1088.0,1065.95,1083.3,175,6900
2021-05-10 13:35:00+05:30,1083.3,1086.6,1061.65,1061.65,75,6875
2021-05-10 13:40:00+05:30,1061.65,1075.25,1061.65,1074.2,175,6775
2021-05-10 13:45:00+05:30,1087.4,1087.4,1066.55,1066.55,100,6850
2021-05-10 13:50:00+05:30,1066.55,1075.0,1066.55,1071.15,75,6800
2021-05-10 13:55:00+05:30,1071.15,1099.45,1071.15,1096.2,150,6800
2021-05-10 14:00:00+05:30,1096.2,1096.2,1087.85,1087.85,100,6800
2021-05-10 14:05:00+05:30,1087.85,1091.9,1079.25,1079.25,75,6650
2021-05-10 14:10:00+05:30,1079.25,1079.4,1071.4,1071.4,150,6700
2021-05-10 14:15:00+05:30,1071.4,1127.0,1071.4,1109.6,350,6625
2021-05-10 14:20:00+05:30,1109.6,1109.6,1095.35,1097.3,200,6650
2021-05-10 14:25:00+05:30,1097.3,1097.3,1033.4,1053.05,875,6800
2021-05-10 14:30:00+05:30,1053.05,1058.55,1053.05,1058.55,125,6900
2021-05-10 14:35:00+05:30,1058.55,1058.6,1046.5,1049.8,825,7125
2021-05-10 14:40:00+05:30,1049.8,1059.6,1049.8,1057.6,425,7125
2021-05-10 14:45:00+05:30,1057.6,1057.6,1057.6,1057.6,0,7125
2021-05-10 14:50:00+05:30,1057.6,1057.6,1020.3,1034.45,200,7400
2021-05-10 14:55:00+05:30,1034.45,1042.8,1034.45,1042.8,25,7400
2021-05-10 15:00:00+05:30,1042.8,1048.9,1036.3,1037.4,250,7525
2021-05-10 15:05:00+05:30,1037.4,1048.6,1035.2,1036.95,125,7475
2021-05-10 15:10:00+05:30,1036.95,1054.4,1036.95,1048.3,500,7475
2021-05-10 15:15:00+05:30,1048.3,1048.3,1039.2,1039.2,225,6850
2021-05-10 15:20:00+05:30,1042.3,1074.4,1042.3,1058.75,500,6725
2021-05-10 15:25:00+05:30,1058.75,1088.7,1058.75,1088.55,450,6775
2021-05-11 09:15:00+05:30,737.4,776.3,705.0,738.05,13375,9175
2021-05-11 09:20:00+05:30,738.05,761.05,720.9,755.0,5625,12650
2021-05-11 09:25:00+05:30,755.0,772.6,744.0,760.7,7950,14075
2021-05-11 09:30:00+05:30,760.0,771.7,749.55,764.8,2000,13175
2021-05-11 09:35:00+05:30,764.8,778.0,750.0,762.85,1750,13575
2021-05-11 09:40:00+05:30,762.85,770.0,756.1,756.3,1675,14425
2021-05-11 09:45:00+05:30,756.3,770.0,747.35,753.1,1750,14225
2021-05-11 09:50:00+05:30,753.1,784.0,753.1,777.05,2175,14125
2021-05-11 09:55:00+05:30,777.05,787.4,772.0,782.45,1950,13550
2021-05-11 10:00:00+05:30,787.8,797.7,780.1,788.75,1600,12975
2021-05-11 10:05:00+05:30,788.75,788.75,770.0,780.0,1625,13875
2021-05-11 10:10:00+05:30,787.15,805.5,787.15,804.8,2475,14250
2021-05-11 10:15:00+05:30,804.8,817.3,781.35,785.0,3150,14450
2021-05-11 10:20:00+05:30,785.0,843.8,777.0,815.6,3250,14350
2021-05-11 10:25:00+05:30,815.6,822.1,773.5,776.4,1275,14775
2021-05-11 10:30:00+05:30,776.4,785.0,769.45,781.8,1700,15100
2021-05-11 10:35:00+05:30,781.8,793.25,780.85,790.0,925,14925
2021-05-11 10:40:00+05:30,790.0,790.0,780.7,781.45,150,15000
2021-05-11 10:45:00+05:30,781.45,790.25,766.35,774.55,3600,16700
2021-05-11 10:50:00+05:30,774.55,787.1,765.0,784.35,900,17175
2021-05-11 10:55:00+05:30,784.35,806.35,784.35,800.95,1150,16975
2021-05-11 11:00:00+05:30,800.95,818.75,793.65,813.4,2350,17075
2021-05-11 11:05:00+05:30,813.4,828.95,808.1,808.65,3300,19250
2021-05-11 11:10:00+05:30,811.15,813.2,802.6,803.4,375,19125
2021-05-11 11:15:00+05:30,803.4,849.95,803.4,847.7,2025,18875
2021-05-11 11:20:00+05:30,847.7,862.15,842.9,862.15,1850,17800
2021-05-11 11:25:00+05:30,862.15,907.8,862.15,891.5,3075,17850
2021-05-11 11:30:00+05:30,891.5,1025.6,891.5,997.3,2875,17825
2021-05-11 11:35:00+05:30,1007.55,1007.55,963.25,992.85,1975,17625
2021-05-11 11:40:00+05:30,992.85,995.9,948.45,952.2,1575,17800
2021-05-11 11:45:00+05:30,953.55,954.65,924.4,936.9,1200,18175
2021-05-11 11:50:00+05:30,936.9,947.45,929.9,931.75,325,17900
2021-05-11 11:55:00+05:30,931.75,931.75,911.25,918.85,375,17925
2021-05-11 12:00:00+05:30,918.85,947.1,918.85,925.0,1275,17850
2021-05-11 12:05:00+05:30,925.0,952.95,923.05,951.1,475,17725
2021-05-11 12:10:00+05:30,948.35,951.1,935.0,938.45,550,17800
2021-05-11 12:15:00+05:30,938.45,948.0,928.05,928.95,225,18050
2021-05-11 12:20:00+05:30,928.95,934.7,928.95,933.45,125,18125
2021-05-11 12:25:00+05:30,933.45,964.95,928.55,949.8,325,18125
2021-05-11 12:30:00+05:30,949.8,949.8,917.45,919.05,225,17925
2021-05-11 12:35:00+05:30,919.05,920.25,899.85,905.05,600,17825
2021-05-11 12:40:00+05:30,905.05,906.85,883.4,901.9,2750,17650
2021-05-11 12:45:00+05:30,897.75,897.75,838.65,856.35,4025,17325
2021-05-11 12:50:00+05:30,856.35,866.15,832.25,858.0,3425,18425
2021-05-11 12:55:00+05:30,858.0,861.65,836.05,850.15,2575,19600
2021-05-11 13:00:00+05:30,850.15,850.15,805.1,806.3,3450,21225
2021-05-11 13:05:00+05:30,806.3,822.95,792.7,810.65,3825,22050
2021-05-11 13:10:00+05:30,810.65,823.0,784.5,816.55,2050,22900
2021-05-11 13:15:00+05:30,816.55,816.55,775.65,778.25,4650,25025
2021-05-11 13:20:00+05:30,778.25,780.0,742.6,748.0,6150,27600
2021-05-11 13:25:00+05:30,748.0,753.55,723.3,748.0,5900,27700
2021-05-11 13:30:00+05:30,749.85,764.7,746.9,755.65,2800,28825
2021-05-11 13:35:00+05:30,753.6,771.15,735.5,769.95,2850,29375
2021-05-11 13:40:00+05:30,775.0,780.55,760.0,761.75,1425,29475
2021-05-11 13:45:00+05:30,761.75,770.0,745.45,768.0,2900,29275
2021-05-11 13:50:00+05:30,768.0,787.0,764.35,782.9,3375,29925
2021-05-11 13:55:00+05:30,782.9,789.85,775.4,779.4,1500,30450
2021-05-11 14:00:00+05:30,780.0,795.25,765.35,786.25,1975,30750
2021-05-11 14:05:00+05:30,786.25,796.5,761.3,772.6,5350,30950
2021-05-11 14:10:00+05:30,772.6,777.0,749.15,749.15,2575,30900
2021-05-11 14:15:00+05:30,747.9,775.0,747.9,775.0,1150,31275
2021-05-11 14:20:00+05:30,775.0,780.6,758.1,760.1,1700,32100
2021-05-11 14:25:00+05:30,760.1,760.1,745.0,752.35,3300,32925
2021-05-11 14:30:00+05:30,752.35,772.95,725.0,772.95,4550,33550
2021-05-11 14:35:00+05:30,772.95,788.45,765.75,777.3,2275,33700
2021-05-11 14:40:00+05:30,777.3,778.65,760.45,766.7,1525,34075
2021-05-11 14:45:00+05:30,766.7,790.0,758.8,790.0,1400,34325
2021-05-11 14:50:00+05:30,792.95,797.85,780.95,780.95,3050,34125
2021-05-11 14:55:00+05:30,780.95,784.6,768.7,772.45,1750,34100
2021-05-11 15:00:00+05:30,772.45,795.05,768.3,795.05,1300,34500
2021-05-11 15:05:00+05:30,795.05,801.2,787.75,790.1,2950,33275
2021-05-11 15:10:00+05:30,790.1,791.3,780.4,783.6,575,33175
2021-05-11 15:15:00+05:30,783.6,784.7,767.55,771.35,975,33075
2021-05-11 15:20:00+05:30,771.35,771.35,761.1,764.3,1725,32850
2021-05-11 15:25:00+05:30,764.3,770.75,752.25,755.8,3500,33925
2021-05-12 09:15:00+05:30,650.25,675.0,626.75,649.35,14700,36375
2021-05-12 09:20:00+05:30,641.15,646.2,601.0,619.6,21175,48900
2021-05-12 09:25:00+05:30,619.6,625.75,608.25,622.8,13875,58225
2021-05-12 09:30:00+05:30,620.0,621.5,577.35,593.0,21125,60900
2021-05-12 09:35:00+05:30,593.0,594.8,573.05,577.3,21350,69500
2021-05-12 09:40:00+05:30,576.6,605.7,574.05,605.7,17975,81450
2021-05-12 09:45:00+05:30,605.7,605.7,579.45,585.0,12950,84850
2021-05-12 09:50:00+05:30,585.0,599.9,583.7,588.6,10500,91550
2021-05-12 09:55:00+05:30,588.6,615.95,588.6,612.25,13025,94425
2021-05-12 10:00:00+05:30,612.25,618.0,601.0,611.15,10025,94800
2021-05-12 10:05:00+05:30,611.15,620.0,605.1,607.2,5275,95850
2021-05-12 10:10:00+05:30,607.2,609.0,580.0,580.0,9400,96450
2021-05-12 10:15:00+05:30,575.05,593.5,572.85,575.15,14350,101100
2021-05-12 10:20:00+05:30,576.45,576.9,547.0,550.25,20850,108550
2021-05-12 10:25:00+05:30,552.25,568.2,550.0,556.05,17875,113425
2021-05-12 10:30:00+05:30,555.15,563.85,550.0,561.95,11175,115300
2021-05-12 10:35:00+05:30,559.35,577.0,556.55,573.05,10575,116750
2021-05-12 10:40:00+05:30,573.05,573.05,560.0,571.1,6650,117500
2021-05-12 10:45:00+05:30,571.1,587.05,571.1,575.25,16325,117500
2021-05-12 10:50:00+05:30,575.25,578.9,561.35,570.0,5575,117075
2021-05-12 10:55:00+05:30,570.0,583.85,570.0,582.0,5750,117675
2021-05-12 11:00:00+05:30,582.0,582.65,568.15,570.85,10550,122625
2021-05-12 11:05:00+05:30,570.85,584.35,523.1,530.6,31525,123100
2021-05-12 11:10:00+05:30,534.7,534.7,514.45,517.4,37925,132325
2021-05-12 11:15:00+05:30,519.55,526.9,503.05,514.95,32375,137450
2021-05-12 11:20:00+05:30,514.4,528.0,510.95,526.85,31100,154200
2021-05-12 11:25:00+05:30,526.4,545.25,523.65,541.1,31175,155950
2021-05-12 11:30:00+05:30,543.0,545.0,530.0,545.0,13275,157450
2021-05-12 11:35:00+05:30,545.85,554.75,538.2,548.05,22525,158450
2021-05-12 11:40:00+05:30,544.0,550.95,540.0,546.05,12750,159375
2021-05-12 11:45:00+05:30,546.05,580.5,543.15,572.0,33325,161350
2021-05-12 11:50:00+05:30,572.05,584.5,569.05,581.0,21275,155675
2021-05-12 11:55:00+05:30,581.0,588.7,565.05,580.95,23750,154775
2021-05-12 12:00:00+05:30,580.05,591.2,562.35,576.0,13725,156250
2021-05-12 12:05:00+05:30,576.0,619.7,576.0,612.0,35150,156625
2021-05-12 12:10:00+05:30,610.8,620.0,599.65,619.95,19050,158925
2021-05-12 12:15:00+05:30,616.3,623.5,596.05,600.65,15375,158125
2021-05-12 12:20:00+05:30,600.65,613.2,598.0,607.05,8200,155675
2021-05-12 12:25:00+05:30,607.05,634.55,607.05,630.5,22300,154725
2021-05-12 12:30:00+05:30,629.95,634.0,602.4,602.65,13050,152550
2021-05-12 12:35:00+05:30,602.65,607.5,583.4,607.5,14100,154975
2021-05-12 12:40:00+05:30,607.5,613.25,573.25,575.95,9725,156925
2021-05-12 12:45:00+05:30,575.95,595.0,570.15,585.6,12850,157900
2021-05-12 12:50:00+05:30,584.2,590.7,576.6,586.9,5900,160975
2021-05-12 12:55:00+05:30,586.45,597.0,561.3,584.8,9850,161075
2021-05-12 13:00:00+05:30,583.85,598.95,581.6,582.0,5200,161375
2021-05-12 13:05:00+05:30,582.0,604.75,582.0,599.6,9675,160875
2021-05-12 13:10:00+05:30,599.6,605.3,587.8,587.8,6550,160825
2021-05-12 13:15:00+05:30,587.8,602.95,580.05,587.4,5600,160725
2021-05-12 13:20:00+05:30,587.4,590.55,573.05,586.4,8075,159725
2021-05-12 13:25:00+05:30,585.0,591.9,576.3,581.0,4375,159200
2021-05-12 13:30:00+05:30,578.35,592.0,574.95,588.55,8200,159150
2021-05-12 13:35:00+05:30,588.55,588.55,550.05,553.35,45675,171375
2021-05-12 13:40:00+05:30,553.35,554.9,532.6,539.05,29725,184275
2021-05-12 13:45:00+05:30,540.7,554.35,538.0,547.4,18025,189500
2021-05-12 13:50:00+05:30,547.4,563.45,541.0,555.0,18750,191925
2021-05-12 13:55:00+05:30,555.3,578.0,550.0,572.45,24700,196025
2021-05-12 14:00:00+05:30,572.45,595.0,572.45,590.6,31925,195400
2021-05-12 14:05:00+05:30,592.2,593.0,574.9,581.6,8975,192625
2021-05-12 14:10:00+05:30,580.0,584.0,566.45,570.6,13350,195875
2021-05-12 14:15:00+05:30,570.6,585.0,570.1,578.25,6375,195850
2021-05-12 14:20:00+05:30,578.25,582.7,562.7,578.7,6025,196625
2021-05-12 14:25:00+05:30,578.7,579.05,567.0,576.85,5125,197050
2021-05-12 14:30:00+05:30,577.0,592.0,568.6,570.95,13075,195550
2021-05-12 14:35:00+05:30,570.95,576.9,532.95,554.55,23575,195475
2021-05-12 14:40:00+05:30,553.55,555.55,541.0,546.55,13250,196400
2021-05-12 14:45:00+05:30,546.55,546.55,526.7,530.0,31975,204425
2021-05-12 14:50:00+05:30,529.15,531.9,492.15,492.15,71400,206475
2021-05-12 14:55:00+05:30,490.7,507.0,464.0,468.1,91075,217625
2021-05-12 15:00:00+05:30,466.0,494.0,445.5,493.7,106950,238075
2021-05-12 15:05:00+05:30,496.7,497.0,470.0,485.45,59825,251350
2021-05-12 15:10:00+05:30,485.45,489.8,478.35,487.9,53075,252725
2021-05-12 15:15:00+05:30,486.0,496.95,485.05,494.15,70300,245550
2021-05-12 15:20:00+05:30,495.0,497.4,479.35,493.0,110125,273775
2021-05-12 15:25:00+05:30,493.0,494.7,475.0,485.0,74550,284725
